train/policy_loss,time/iterations,rollout/ep_rew_mean,train/explained_variance,train/value_loss,train/entropy_loss,train/learning_rate,train/n_updates,rollout/ep_len_mean,time/fps,time/time_elapsed,train/ent_coef,time/total_timesteps
-0.08173250406980515,372,6.637697219848633,0.8960250020027161,0.10538674890995026,-0.41984832286834717,0.00010375765333333333,371,97.56,175,17342,0.12810304,3047424
-0.07163804024457932,376,7.058469772338867,0.9003187417984009,0.10719330608844757,-0.4068618416786194,0.00010272,375,102.39,174,17663,0.12679232000000001,3080192
-0.07507440447807312,380,6.9778947830200195,0.9162723273038864,0.09429086744785309,-0.4094341993331909,0.00010168234666666667,379,96.64,172,18000,0.12548160000000003,3112960
-0.07654102146625519,384,6.894390106201172,0.9051035419106483,0.11701729893684387,-0.4083806872367859,0.00010064469333333334,383,98.41,171,18296,0.12417088000000001,3145728
-0.08183025568723679,388,6.8578057289123535,0.9044476822018623,0.10679661482572556,-0.40832847356796265,9.960704000000001e-05,387,105.52,170,18628,0.12286016000000002,3178496
-0.07974731922149658,392,6.994012355804443,0.8956179320812225,0.11782906204462051,-0.4155590534210205,9.856938666666669e-05,391,98.78,169,18947,0.12154944000000001,3211264
-0.07741779088973999,396,6.93901252746582,0.9160230085253716,0.08912032842636108,-0.41153597831726074,9.753173333333333e-05,395,100.55,169,19138,0.12023872,3244032
-0.0785512700676918,400,6.54388427734375,0.918162614107132,0.08832809329032898,-0.41844385862350464,9.649408e-05,399,106.86,169,19290,0.118928,3276800
-0.09515813738107681,404,6.858792781829834,0.9076190814375877,0.09387852996587753,-0.4111816883087158,9.545642666666667e-05,403,103.88,168,19647,0.11761727999999999,3309568
-0.08019404113292694,408,6.996612071990967,0.9125017672777176,0.0984187126159668,-0.4128730297088623,9.441877333333334e-05,407,105.48,167,19926,0.11630656,3342336
-0.0933406725525856,412,6.700297832489014,0.9280552864074707,0.08254684507846832,-0.41199684143066406,9.338112e-05,411,103.43,168,20038,0.11499584000000002,3375104
-0.0921797901391983,416,7.200226306915283,0.9082949385046959,0.10641083121299744,-0.4032144248485565,9.234346666666667e-05,415,97.19,169,20129,0.11368512,3407872
-0.0828385055065155,420,6.974667549133301,0.9006539061665535,0.10259577631950378,-0.4028627276420593,9.130581333333335e-05,419,104.07,170,20217,0.11237440000000001,3440640
-0.08035159111022949,424,7.0845746994018555,0.9231998473405838,0.08271300792694092,-0.39878153800964355,9.026816e-05,423,96.61,171,20309,0.11106368,3473408
-0.08105390518903732,428,6.90146541595459,0.9125998318195343,0.100489042699337,-0.39391255378723145,8.923050666666667e-05,427,102.84,171,20400,0.10975296000000001,3506176
-0.09591485559940338,432,6.749477386474609,0.9246964901685715,0.07380783557891846,-0.3965458869934082,8.819285333333333e-05,431,94.97,171,20616,0.10844224,3538944
-0.08560441434383392,436,7.269723415374756,0.9120417684316635,0.09649719297885895,-0.38864684104919434,8.71552e-05,435,91.54,170,20978,0.10713152000000001,3571712
-0.10969126969575882,440,7.149521350860596,0.9201517030596733,0.08369572460651398,-0.4033801853656769,8.611754666666668e-05,439,99.04,170,21112,0.10582080000000002,3604480
-0.09686549007892609,444,6.885391712188721,0.9129521027207375,0.10792724043130875,-0.40174755454063416,8.507989333333334e-05,443,104.6,171,21202,0.10451008,3637248
-0.09373827278614044,448,7.258266448974609,0.9188979119062424,0.09506706893444061,-0.37939777970314026,8.404224000000001e-05,447,99.55,172,21293,0.10319936000000002,3670016
-0.11015908420085907,452,6.9512858390808105,0.9236748889088631,0.08078454434871674,-0.3786180019378662,8.300458666666666e-05,451,103.66,173,21390,0.10188864,3702784
-0.10817746073007584,456,7.037096977233887,0.922256201505661,0.08603201061487198,-0.379783570766449,8.196693333333333e-05,455,110.53,173,21484,0.10057791999999999,3735552
-0.08810935169458389,460,6.865880012512207,0.909613236784935,0.10276240110397339,-0.3778553009033203,8.092928e-05,459,111.01,174,21580,0.0992672,3768320
-0.10430388152599335,464,6.8712005615234375,0.9320505186915398,0.0745861604809761,-0.38897642493247986,7.989162666666666e-05,463,107.33,175,21673,0.09795648000000001,3801088
-0.11976099759340286,468,6.7067179679870605,0.9291143417358398,0.08768482506275177,-0.39453059434890747,7.885397333333334e-05,467,111.44,176,21767,0.09664576,3833856
-0.11756831407546997,472,6.882867336273193,0.9253432303667068,0.08570726215839386,-0.3980564773082733,7.781632000000001e-05,471,107.2,176,21863,0.09533504000000001,3866624
-0.10885985195636749,476,7.074396133422852,0.9267819598317146,0.0839523896574974,-0.3843660056591034,7.677866666666667e-05,475,95.22,177,21956,0.09402432000000002,3899392
-0.12895284593105316,480,7.039182662963867,0.929925337433815,0.07877329736948013,-0.36697784066200256,7.574101333333334e-05,479,95.03,178,22048,0.09271359999999998,3932160
-0.13026036322116852,484,7.079858303070068,0.9264039620757103,0.08678440749645233,-0.36652934551239014,7.470335999999999e-05,483,101.85,179,22142,0.09140287999999999,3964928
-0.13721159100532532,488,7.058665752410889,0.9257310554385185,0.08496731519699097,-0.36801663041114807,7.366570666666666e-05,487,105.26,179,22234,0.09009216,3997696
-0.13820064067840576,492,6.955141544342041,0.9100207611918449,0.11019529402256012,-0.3605296313762665,7.262805333333334e-05,491,97.64,180,22326,0.08878144000000002,4030464
-0.0971689522266388,496,6.918250560760498,0.9193252474069595,0.09987759590148926,-0.3722764551639557,7.15904e-05,495,100.54,181,22419,0.08747072,4063232
-0.1238069236278534,500,7.074481010437012,0.9262004122138023,0.09134936332702637,-0.3770187497138977,7.055274666666667e-05,499,98.37,181,22513,0.08616000000000001,4096000
-0.14533251523971558,504,6.984991550445557,0.9170804992318153,0.09174767136573792,-0.37204688787460327,6.951509333333335e-05,503,97.78,182,22606,0.08484928000000003,4128768
-0.14761164784431458,508,6.969345569610596,0.912443645298481,0.10367737710475922,-0.3623616397380829,6.847744000000002e-05,507,98.09,183,22700,0.08353856000000001,4161536
-0.1414056122303009,512,7.0679755210876465,0.9201443046331406,0.09938883781433105,-0.36044734716415405,6.743978666666667e-05,511,98.3,184,22793,0.08222784,4194304
-0.1436387300491333,516,6.88218879699707,0.9393845945596695,0.07552094012498856,-0.3602108955383301,6.640213333333334e-05,515,101.92,184,22887,0.08091712000000001,4227072
-0.13963928818702698,520,6.968072414398193,0.9204658940434456,0.1035384088754654,-0.3667868375778198,6.536448e-05,519,93.11,185,22983,0.0796064,4259840
-0.17325830459594727,524,6.9746527671813965,0.9310861229896545,0.07825501263141632,-0.3705875277519226,6.432682666666667e-05,523,94.45,186,23076,0.07829568,4292608
-0.16549715399742126,528,7.112361431121826,0.9246105551719666,0.08604177832603455,-0.3578106760978699,6.328917333333335e-05,527,102.94,186,23168,0.07698496000000002,4325376
-0.16954907774925232,532,6.896123886108398,0.9288276955485344,0.0894526019692421,-0.3583967089653015,6.225152e-05,531,108.95,187,23262,0.07567424,4358144
-0.1533491313457489,536,7.007469654083252,0.9366317391395569,0.07531717419624329,-0.3541942536830902,6.121386666666668e-05,535,105.37,188,23353,0.07436352000000002,4390912
-0.13587337732315063,540,7.199310779571533,0.9260587617754936,0.09173530340194702,-0.33143025636672974,6.017621333333333e-05,539,92.53,188,23443,0.0730528,4423680
-0.16137531399726868,544,7.276144504547119,0.9186765626072884,0.1069021224975586,-0.3350767493247986,5.9138559999999994e-05,543,91.63,189,23536,0.07174207999999999,4456448
-0.2011953741312027,548,7.516729831695557,0.9389039129018784,0.07112661004066467,-0.3292519450187683,5.810090666666667e-05,547,91.56,189,23627,0.07043136,4489216
-0.2090396285057068,552,7.195734977722168,0.9355840682983398,0.0754697173833847,-0.33310025930404663,5.7063253333333334e-05,551,94.71,190,23720,0.06912064000000001,4521984
-0.13755589723587036,556,7.445065975189209,0.9224013909697533,0.10105842351913452,-0.32844430208206177,5.60256e-05,555,94.23,191,23811,0.06780992000000002,4554752
-0.12704840302467346,560,7.3134846687316895,0.9302211403846741,0.08994214236736298,-0.336528480052948,5.4987946666666675e-05,559,92.96,191,23904,0.06649920000000001,4587520
-0.1789439171552658,564,7.117807388305664,0.931123360991478,0.07718854397535324,-0.3471970558166504,5.395029333333334e-05,563,100.2,192,23997,0.06518848000000002,4620288
-0.16832077503204346,568,6.981022357940674,0.9180108085274696,0.10895923525094986,-0.3310840427875519,5.291263999999999e-05,567,93.45,193,24092,0.06387776,4653056
-0.19247998297214508,572,7.090701103210449,0.9258759543299675,0.08956882357597351,-0.3384280204772949,5.187498666666666e-05,571,102.59,193,24185,0.06256703999999999,4685824
-0.17630912363529205,576,7.296504497528076,0.9331782832741737,0.08083855360746384,-0.33400043845176697,5.083733333333333e-05,575,97.37,194,24279,0.06125632,4718592
-0.1800798773765564,580,7.153126239776611,0.9363268688321114,0.082222118973732,-0.3299660086631775,4.979968e-05,579,95.82,194,24373,0.059945600000000016,4751360
-0.1717379242181778,584,7.557831287384033,0.9256621077656746,0.09330675005912781,-0.32374221086502075,4.876202666666667e-05,583,95.63,195,24465,0.05863488,4784128
-0.20486389100551605,588,7.158123016357422,0.934078186750412,0.07930184155702591,-0.31084394454956055,4.7724373333333336e-05,587,106.45,196,24556,0.05732416000000001,4816896
-0.2029786854982376,592,7.630980014801025,0.9147735685110092,0.10182049870491028,-0.30764299631118774,4.668672000000001e-05,591,91.86,196,24649,0.056013440000000025,4849664
-0.21703848242759705,596,7.371863842010498,0.9399553835391998,0.07255014032125473,-0.3032624125480652,4.5649066666666676e-05,595,93.12,197,24743,0.05470271999999998,4882432
-0.2491266131401062,600,7.281917572021484,0.9378043413162231,0.07053017616271973,-0.31190407276153564,4.461141333333332e-05,599,99.72,197,24836,0.053391999999999995,4915200
-0.2094917893409729,604,7.326329231262207,0.9383484646677971,0.07717934250831604,-0.31473684310913086,4.357376e-05,603,100.59,198,24928,0.05208128000000001,4947968
-0.21572169661521912,608,7.225187301635742,0.9286420941352844,0.08648417890071869,-0.3090822398662567,4.2536106666666664e-05,607,86.86,199,25022,0.05077055999999999,4980736
-0.26590847969055176,612,7.175558090209961,0.9379039369523525,0.06899631023406982,-0.3154360353946686,4.149845333333334e-05,611,94.25,199,25112,0.049459840000000005,5013504
-0.26241397857666016,616,7.348404407501221,0.9250538200139999,0.08557490259408951,-0.3162148594856262,4.0460800000000004e-05,615,94.86,200,25204,0.04814912000000002,5046272
-0.23224355280399323,620,7.411722183227539,0.9405165389180183,0.06865707039833069,-0.31993526220321655,3.942314666666668e-05,619,94.08,200,25296,0.04683840000000003,5079040
-0.20378312468528748,624,7.416386604309082,0.9384637884795666,0.07677867263555527,-0.32509905099868774,3.8385493333333345e-05,623,89.68,201,25389,0.045527680000000015,5111808
-0.22301727533340454,628,7.363473415374756,0.9330204203724861,0.07857707887887955,-0.3214889168739319,3.734783999999999e-05,627,91.48,201,25482,0.04421696,5144576
-0.27519601583480835,632,7.248576641082764,0.925806999206543,0.08839942514896393,-0.3121001124382019,3.6310186666666665e-05,631,89.06,202,25577,0.04290624000000001,5177344
-0.2544631063938141,636,7.311680793762207,0.9355895668268204,0.07386752963066101,-0.3030455708503723,3.527253333333333e-05,635,89.44,202,25669,0.04159552,5210112
-0.17963217198848724,640,7.3445634841918945,0.9262844026088715,0.09071116149425507,-0.30177369713783264,3.4234880000000005e-05,639,86.73,203,25761,0.04028480000000001,5242880
-0.2678332030773163,644,7.5310587882995605,0.9306122809648514,0.08120617270469666,-0.29156458377838135,3.319722666666667e-05,643,94.27,204,25853,0.03897408000000002,5275648
-0.2646130919456482,648,7.395631313323975,0.9384692311286926,0.06815113127231598,-0.2878549098968506,3.215957333333334e-05,647,97.43,204,25946,0.03766336000000001,5308416
-0.2519594132900238,652,7.406327724456787,0.934065505862236,0.08102837204933167,-0.2930576205253601,3.112192000000001e-05,651,89.62,205,26039,0.03635264000000002,5341184
-0.23284117877483368,656,7.396046161651611,0.9266503602266312,0.0845794826745987,-0.29465827345848083,3.008426666666666e-05,655,92.84,205,26131,0.035041920000000004,5373952
-0.21378937363624573,660,7.4087138175964355,0.9430202879011631,0.07122320681810379,-0.29259467124938965,2.9046613333333326e-05,659,91.77,206,26221,0.03373119999999999,5406720
-0.21150073409080505,664,7.579334735870361,0.9349507316946983,0.07038569450378418,-0.29155421257019043,2.800896e-05,663,91.36,206,26315,0.03242048,5439488
-0.2965892255306244,668,7.268136024475098,0.936137244105339,0.0726362019777298,-0.29272258281707764,2.6971306666666666e-05,667,100.18,207,26408,0.031109760000000014,5472256
-0.27333322167396545,672,7.555234909057617,0.9435367397964001,0.06175912916660309,-0.28796759247779846,2.593365333333334e-05,671,92.12,207,26502,0.02979904,5505024
-0.2827710211277008,676,7.5335612297058105,0.9425585977733135,0.07031470537185669,-0.2857106626033783,2.4896000000000007e-05,675,96.77,208,26594,0.02848832000000001,5537792
-0.20145565271377563,680,7.544391632080078,0.9236092641949654,0.09188264608383179,-0.27992576360702515,2.3858346666666674e-05,679,90.09,208,26687,0.027177600000000024,5570560
-0.2074393332004547,684,7.631372451782227,0.9380316324532032,0.07708591967821121,-0.27111971378326416,2.2820693333333324e-05,683,91.35,209,26783,0.02586688000000001,5603328
-0.29872629046440125,688,7.438199043273926,0.9402036406099796,0.06833922863006592,-0.2752639055252075,2.1783039999999994e-05,687,93.06,209,26875,0.024556159999999994,5636096
-0.2829853892326355,692,7.584557056427002,0.9416964203119278,0.06991942226886749,-0.27104970812797546,2.0745386666666664e-05,691,92.23,210,26966,0.023245440000000006,5668864
-0.21831268072128296,696,7.63752555847168,0.9385761022567749,0.07381387054920197,-0.2671962082386017,1.9707733333333334e-05,695,93.57,210,27058,0.02193472000000002,5701632
-0.19822484254837036,700,7.673583507537842,0.9418869912624359,0.07030050456523895,-0.25947025418281555,1.867008e-05,699,97.07,211,27153,0.020624000000000003,5734400
-0.24776534736156464,704,7.500789165496826,0.9304856434464455,0.08783496916294098,-0.2626546025276184,1.763242666666667e-05,703,94.42,211,27247,0.019313280000000016,5767168
-0.27111607789993286,708,7.70864200592041,0.9415869005024433,0.06979577243328094,-0.26687073707580566,1.6594773333333342e-05,707,88.74,212,27339,0.01800256000000003,5799936
-0.25789374113082886,712,7.684150218963623,0.9419967867434025,0.07018115371465683,-0.2675633132457733,1.5557120000000012e-05,711,92.18,212,27431,0.016691839999999986,5832704
-0.24281668663024902,716,7.45949649810791,0.9401955790817738,0.06882735341787338,-0.26398855447769165,1.4519466666666659e-05,715,97.72,213,27526,0.015381119999999998,5865472
-0.32476651668548584,720,7.813426971435547,0.938275121152401,0.07296660542488098,-0.27080097794532776,1.3481813333333329e-05,719,90.38,213,27619,0.01407040000000001,5898240
-0.2964938282966614,724,7.715136528015137,0.9437178932130337,0.06815041601657867,-0.2677488923072815,1.2444159999999999e-05,723,92.06,214,27711,0.012759679999999995,5931008
-0.265519917011261,728,7.554225444793701,0.9432607777416706,0.07089190185070038,-0.26892080903053284,1.1406506666666668e-05,727,94.93,214,27803,0.011448960000000008,5963776
-0.2154339849948883,732,7.713867664337158,0.9377478919923306,0.07608524709939957,-0.2628991901874542,1.0368853333333338e-05,731,85.7,214,27897,0.01013824000000002,5996544
